country,points,price,variety,type,title,description
US,90,90,Red Blend,red,Kuleto Estate 2012 Danielli Red (Napa Valley),"This combines 61% Cabernet Sauvignon, 14% Syrah and 11% Cabernet Franc, the trio integrating perfectly, with density and tannic grip. Oaky vanilla notes enwrap jammy blackberry, clove and a dark chocolate flavors, its juiciness lingering long into the finish."
US,87,30,Rhône-style Red Blend,red,:Nota Bene 2010 Una Notte Red (Columbia Valley (WA)),"The blend is 60% Grenache from the Stone Tree vineyard, the rest Syrah from Stillwater Creek and LVdM vineyards. It's forward, fragrant and fruity, with notes of tanned leather. Bright berry fruit shines through into a finish with moderate tannins."
US,80,18,Cabernet Sauvignon,red,Arrow Creek 2011 Coastal Series Cabernet Sauvignon (California),"Harsh, sweet and sour, this has a gluey texture that frames the cherry cough-medicine flavors."
US,88,44,Pinot Noir,red,Freeman 2008 Pinot Noir (Sonoma Coast),"This is a very pure Pinot Noir. It shows its origins in the silky mouthfeel and crisp acidity, as well as a certain minerality that grounds the raspberry, cherry and cola flavors. It's quite good, but not an ager, so drink soon."
US,96,100,Pinot Noir,red,J. Rochioli 2011 West Block Pinot Noir (Russian River Valley),"This is a huge wine that's dense in flavors, rich in tannins, and with the soft lusciousness associated with this vineyard. Made from old vines, it's bold in cherry pie, red currants and mocha, yet dry and resilient on the finish. Delicious as it is now, it's a wine with a successful history for aging. Resist the temptation to drink it now and cellar. Best from 2017 and beyond."
Italy,88,55,Red Blend,red,Campo alla Sughera 2013 Arnione  (Bolgheri Superiore),"In this blend of Cabernet Sauvignon, Cabernet Franc, Merlot and Petit Verdot, you'll find delicate aromas of cassis and allspice together with an herbaceous note. The smooth palate delivers mature black-skinned fruit alongside rounded tannins."
France,88,25,Sauvignon Blanc,white,Michel Vattan 2012 Cuvée Argile  (Sancerre),"Argile is French for clay soil, and that terroir gives this wine a full-bodied feel that is ripe and rich. The Sauvignon flavors lean more to tropical, rounded and fruity. It could benefit from some aging, so wait until 2015."
US,91,35,Red Blend,red,àMaurice 2006 Red (Columbia Valley (WA)),"This vintage has the Tsutakawa artist label. Nicely crafted and in good proportion, it's a supple wine with plenty of powerful cassis fruit, backed with licorice. Compact and concentrated, with generous barrel toast, butterfat and smoke."
US,92,40,Pinot Noir,red,Sonnet 2013 Muns Vineyard Pinot Noir (Santa Cruz Mountains),"Fresh, dark strawberry aromas mix with allspice, cinnamon strudel and cherry blossom scents on this wine from a renowned Los Gatos vineyard. The palate is more restrained, quite tight and wound up at first, with cranberry and iron flavors that open to darker red fruits with lots of oregano and garden spices. Drink 2018–2025."
US,89,25,Bordeaux-style Red Blend,red,Bellangelo 2012 Red (Seneca Lake),"Initially dusty mineral tones blow off to reveal an aromatic bouquet full of fresh lilacs and cassis. Tart blackberry and cherry flavors on the palate are bristling and spry, accented by touch of sage and delicate tannins on the finish."
US,87,20,Chardonnay,white,Inception 2013 Chardonnay (Santa Barbara County),"A dense vanilla-bean character coats a nose of seared white peach and toasted nuts. The palate features thick, ripe fruits, preserved lemon, a touch of walnut and a rocky grip."
US,90,52,Bordeaux-style Red Blend,red,Midnight 2009 Mare Nectaris Reserve Red (Paso Robles),"This Bordeaux-style blend of 25% Merlot, 25% Malbec, 25% Cabernet Franc, 13% Cabernet Sauvignon and 12% Petit Verdot greets the nose with purple fruits, cigar box and menthol. The soft palate is saturated with blackberry pie and peppery spice, presented with nicely chalky tannins."
Italy,89,35,Red Blend,red,Castellare di Castellina 2013 Riserva  (Chianti Classico),"Fragrant purple flower, dark-skinned berry, eucalyptus and aromatic herb aromas lead the way. The bright, no-frills palate offers sour cherry, chopped mint and a hint of clove while lithe tannins add polish. Drink through 2017."
US,84,45,Cabernet Sauvignon,red,Cosentino 2005 Cabernet Sauvignon (Napa County),"Marked by excessive oak, with toasty-sweet caramel flavors dominating the ripe blackberry and cherry pie flavors. Nice tannins, though. Drink now."
US,83,24,Syrah,red,Arché 2012 Syrah (Texoma),"Craisin and geranium aromas mark the nose of this Texas Syrah. The medium-bodied palate brings more floral tones, soapy in nature, with soft tannins giving little support."
US,87,10,Riesling,white,Oak Knoll 2013 Semi-Sweet Riesling (Willamette Valley),"Veteran producer Oak Knoll remains one of Oregon's most underrated value wineries. This full-bodied, super-fruity Riesling offers bright, off-dry, well-balanced flavors of citrus, honey and tea."
Italy,90,35,Sangiovese,red,Tenuta di Sesta 2012  Brunello di Montalcino,"This opens with tobacco, dark spice, forest floor and leather aromas. The palate offers dried black cherry, licorice and clove flavors, set against tightly wound, taut tannins. It still needs a few years to come together. Drink 2019–2025."
US,90,20,Pinot Grigio,white,Palmina 2015 Pinot Grigio (Santa Barbara County),"Steve Clifton takes this common grape on an uncommonly tasty spin, starting with taut and fresh aromas of green-apple flesh, grapefruit pith and light white flowers. The earthy palate shows river-stone and wet-cement minerality but also Key lime and Gravenstein apple warmth, all wrapped up in a compelling texture."
US,84,45,Cabernet Sauvignon,red,Hunt Cellars 2007 Bon Vivant Destiny Vineyards Cabernet Sauvignon (Paso Robles),"Hot in alcohol, soft in acidity and sweet in berry-cherry fruit, this simple Cabernet earns a point or two for its lush, ripe tannins."
France,84,9,Rhône-style Red Blend,red,Château Mas Neuf 1998 Red (Costières de Nîmes),"Exhibits superripe Grenache aromas and flavors of apricots and cherries, all in a midweight format. Some peppery notes chime in on the finish, adding welcome spice to this otherwise soft and fruity wine."
France,82,45,Bordeaux-style Red Blend,red,Château Frédignac 2013 La Favorite  (Blaye Côtes de Bordeaux),"This wine has too much tannin for its own good. It's tough and bitter, showing wood and extraction. In this difficult Bordeaux vintage, the vineyard produced less than half what is normal."
US,89,36,Chardonnay,white,Vino V 2010 Solomon Hills VIneyard Chardonnay (Santa Maria Valley),"Ripe and juicy, this has flavors of tangerine and tropical fruit, plus notes of creamy lees and smoky, sweet oak. It would feel heavy if not for the brisk acidity that provides balance and elegance."
US,89,36,Syrah,red,City Winery of New York 2012 Reserve Alder Springs Vineyard Syrah (Mendocino),"A stalwart, sturdy rendering, this smells like ripe plums and dark spices. It tastes full of fruit but is shaded nicely by slightly smoky, peppery notes. The body is full and the texture firm with tannins and acidity. Best drink this after 2018."
US,92,33,Sauvignon Blanc,white,Chalk Hill 2008 Estate Sauvignon Blanc (Chalk Hill),"A bright, beautifully brisk Sauvignon Blanc, marked with crisp acidity and racy flavors of citrus fruits and gooseberries, accented with sweet oak. It's a creamy, deliciously complex wine, and although it's fully dry, it finishes with a honeyed richness."
US,91,95,Cabernet Sauvignon,red,Force Majeure 2014 Estate Grown Cabernet Sauvignon (Red Mountain),"The aromas are light initially, with notes of cocoa, herb, barrel spice and cherry not yet fully ready to reveal their charms. The cherry and bittersweet chocolate flavors are backed by lightly grainy tannins that need some time to unwind. The wood is intense at present but there are good things underneath."
US,87,44,Pinot Noir,red,Dierberg 2011 Dierberg Vineyard Pinot Noir (Santa Maria Valley),"The nose on this estate bottling is sparse at first, with pencil shavings and a speck of boysenberry fruit. It opens more once sipped, delivering a pleasant tartness powered by sour cherry flavors and a tiny bit of clove."
Italy,91,130,Sangiovese,red,Podere Le Ripi 2011 Lupi e Sirene Riserva  (Brunello di Montalcino),"This opens with aromas of ripe black plum, underbrush and a whiff of cassis. On the concentrated palate, notes of tobacco, mint and thyme accent a black cherry core while polished tannins provide the framework. Drink 2018–2024."
US,94,46,Chardonnay,white,Talley 2009 Rosemary's Vineyard Chardonnay (Arroyo Grande Valley),"A brilliant Chardonnay, bone dry and crisp in acidity. Almost lean in citrus and mineral flavors, but on further inspection shows complex layers of toast, honeysuckle, peach and stone, with a deft touch of new oak. Feels weighty and important, and finishes wonderfully dry."
Italy,84,9,Chardonnay,white,Cabert 2007 Chardonnay (Friuli Grave),"Here's a light, easy Chardonnay from Friuli in Northern Italy that offers measured aromatic intensity and notes of stone fruit, flowers and white mineral. The wine would wash down an easy salad thanks to its lean consistency and fresh finish."
France,93,100,Chardonnay,white,Château de Santenay 2014 La Maltroie Premier Cru  (Chassagne-Montrachet),"Supposedly set on an ancient burial ground, this vineyard is well placed halfway up the slope of Chassagne. It has almond and spice flavors as well as a tighter, steely texture. The wine, with its wood-aging flavors, is still developing. Drink from 2018."
US,86,24,Zinfandel,red,Napa Cellars 2014 Classic Zinfandel (Napa Valley),"A healthy addition of 13% Petite Sirah provides added weight and intensity to this wine, a soft, supple and richly conceived combination of smoky black fruit and mocha."
US,84,12,Zinfandel,red,Villa Mt. Eden 2007 Grand Reserve Antique Vines Zinfandel (Amador-Napa),"A bit too soft and sweet for Zinfandel, but it sure is delicious in berry fruit, chocolate, pepper and herb flavors. Drink now with barbecue."
France,87,15,Chardonnay,white,Domaine Touzot 2016  Mâcon-Villages,"Bright and fruity, this delicious wine is crisp, clean and refreshing. With yellow fruits followed by zesty acidity, it's both open and textured. Drink now."
US,94,55,Pinot Noir,red,Byron 2014 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),"There's a great deal of sagebrush on the nose of this bottling from a vineyard in the eastern Sta. Rita Hills, along with red cherry, pencil lead and sandalwood. Dark cherry and cranberry flavors power the palate, the fruit wrapped in hickory smoke. Thyme flavors carry into the tannic finish."
France,86,25,Bordeaux-style Red Blend,red,Château le Grand Paroissien 2003  Haut-Médoc,"and fruity, this packs good, ripe flavors of blackberries, leather, herbs and sweet acidity. The tannins remain firmly dry, structured, leaving fine, black fruits and acidity."
France,86,13,Bordeaux-style Red Blend,red,Cheval Quancard 2010 Prestige de Bordes  (Bordeaux),"This fruity, light and fresh wine offers easy tannins and red berry fruits. It's rounded and juicy, smoothed by wood aging that gives it a ripe aftertaste. Drink now."
US,90,25,Cabernet Sauvignon,red,Fidelitas 2009 Cabernet Sauvignon (Columbia Valley (WA)),"This pure Cabernet is stubbornly unyielding at first, showing a lean and herbal expression. But with extensive (overnight) breathing time, the fresh and bright flavors of boysenberries and cassis pop into focus, the tannins are ripe and polished, the finish still tightly wound but textural and long."
Italy,90,23,Sangiovese,red,San Felice 2011 Il Grigio da San Felice Riserva  (Chianti Classico),"This firmly structured Sangiovese opens with aromas of underbrush, fragrant purple flowers, ripe berry and a whiff of ground pepper. On the savory palate, notes of licorice, clove and espresso add depth to the core of ripe cherry."
